Day,Hour,Minute,CPU
5,14,58,62.57500042520546
5,14,57,64.07811836837948
5,14,56,67.22610587578436
5,14,55,70.77241359210511
5,14,54,72.07343535250565
5,14,53,70.74426219653846
5,14,52,73.62842007060931
5,14,51,71.09207327908334
5,14,50,60.5003493704306
5,14,49,61.64669346361675
5,14,48,66.14226855408572
5,14,47,73.68185118717885
5,14,46,62.52900986188549
5,14,45,73.58515575676044
5,14,44,60.27995589859159
5,14,43,72.11091535020844
5,14,42,72.62413589420031
5,14,41,61.81497586436359
5,14,40,71.81055054222404
5,14,39,73.44603542565974
5,14,38,73.83475666576342
5,14,37,64.74974184018342
5,14,36,60.57473915891771
5,14,35,72.52166116746463
5,14,34,73.84827969343284
5,14,33,66.94065816060436
5,14,32,62.89207098878956
5,14,31,66.30348234482108
5,14,30,63.47310792714844
5,14,29,62.86692275470532
5,14,28,61.847992582324906
5,14,27,70.50484575092662
5,14,26,69.03821429658274
5,14,25,71.98163090428218
5,14,24,73.8982723511307
5,14,23,66.23052517636194
5,14,22,64.76393829418637
5,14,21,65.79391334817443
5,14,20,64.90554074809637
5,14,19,70.28021401806217
5,14,18,69.57857949969373
5,14,17,71.66833236393482
5,14,16,66.64983609283017
5,14,15,69.00487168090402
5,14,14,68.45577788862384
5,14,13,63.232511691380154
5,14,12,67.99929434443845
5,14,11,68.72973780379411
5,14,10,72.30209412242985
5,14,9,63.30887053053695
5,14,8,72.97447332620212
5,14,7,61.099296217013524
5,14,6,64.2213927577667
5,14,5,73.6726519140869
5,14,4,67.29694294888057
5,14,3,65.53350599943248
5,14,2,70.25330427389302
5,14,1,62.82785816654667
5,14,0,70.48580037698262
5,13,59,62.102588129262536
5,13,58,69.17601573890875
5,13,57,62.38396990091551
5,13,56,64.63387614871998
5,13,55,60.564336540192436
5,13,54,66.1649497094803
5,13,53,64.2208319558095
5,13,52,69.19806814491187
5,13,51,66.56679772649544
5,13,50,65.85317803388574
5,13,49,60.18967767250834
5,13,48,71.55193688029716
5,13,47,62.21341543810313
5,13,46,67.60368343445671
5,13,45,63.153844815959744
5,13,44,67.01366749383929
5,13,43,60.37850012916822
5,13,42,67.4701708039499
5,13,41,67.15553330110052
5,13,40,61.35295832492054
5,13,39,64.95318937111816
5,13,38,72.06793603644199
5,13,37,62.19081193079901
5,13,36,64.71139291709784
5,13,35,68.49333332252591
5,13,34,69.2441994226948
5,13,33,67.13353039535923
5,13,32,67.48765096453604
5,13,31,67.78317017321015
5,13,30,67.55455845323803
5,13,29,66.09033821359466
5,13,28,65.83207865169618
5,13,27,64.26072786533832
5,13,26,66.13003986319896
5,13,25,70.45663321160487
5,13,24,62.88052586028586
5,13,23,61.38749914998845
5,13,22,72.83093312104671
5,13,21,71.27860915901496
5,13,20,67.04554562009636
5,13,19,70.91372473761905
5,13,18,62.712384791003196
5,13,17,69.58090939922104
5,13,16,69.34357590503288
5,13,15,68.21950225071508
5,13,14,62.323999180472455
5,13,13,65.08753429250197
5,13,12,72.32013731595649
5,13,11,64.13995061038182
5,13,10,65.47344794700658
5,13,9,72.62814909646283
5,13,8,61.08037356763948
5,13,7,66.2286298259062
5,13,6,65.69849444345961
5,13,5,64.14282114128144
5,13,4,62.500404075419276
5,13,3,62.76805061102916
5,13,2,66.50434490419785
5,13,1,72.80279720732129
5,13,0,61.82346728524775
5,12,59,68.0144381956695
5,12,58,60.4760715662808
5,12,57,64.67178868011221
5,12,56,63.20955317088583
5,12,55,62.99026280782568
5,12,54,69.14287108516186
5,12,53,64.39138337831926
5,12,52,67.55294221737154
5,12,51,68.87579133339422
5,12,50,62.59636313653188
5,12,49,71.44630211497805
5,12,48,63.501341147787414
5,12,47,68.72862648354389
5,12,46,64.4969036519602
5,12,45,61.629658089665845
5,12,44,67.10030734706685
5,12,43,64.75283593041655
5,12,42,68.48119567354557
5,12,41,60.28204396390766
5,12,40,60.398551784143
5,12,39,64.7004231117333
5,12,38,66.50307817228271
5,12,37,62.649568894452635
5,12,36,69.6604573137373
5,12,35,70.19886301689185
5,12,34,67.53738741631796
5,12,33,61.99450973828513
5,12,32,63.90784563717285
5,12,31,62.94177986690327
5,12,30,60.74469674545765
5,12,29,60.005458468720086
5,12,28,65.51894690796685
5,12,27,69.64632970496356
5,12,26,60.23147624803192
5,12,25,69.59591286893695
5,12,24,69.69728862103479
5,12,23,62.56236543784953
5,12,22,68.05945875111131
5,12,21,64.6468050479843
5,12,20,62.97509534011615
5,12,19,65.47618953349826
5,12,18,71.47027520806827
5,12,17,68.5437695999118
5,12,16,70.3083802682243
5,12,15,69.03585658077768
5,12,14,69.66327063255828
5,12,13,70.89915662350006
5,12,12,63.26686441861953
5,12,11,60.84375054826355
5,12,10,71.89988672758115
5,12,9,71.70584200377333
5,12,8,70.63539292594348
5,12,7,67.76187199462368
5,12,6,63.56714407391597
5,12,5,69.47781378345667
5,12,4,66.0489593418604
5,12,3,69.0174813474611
5,12,2,67.78312824460103
5,12,1,68.82338759510633
5,12,0,61.44980004469898
5,11,59,65.35040794507317
5,11,58,67.38514456258741
5,11,57,60.87236149984491
5,11,56,66.17528407716014
5,11,55,70.34026610164153
5,11,54,62.97372413336307
5,11,53,63.94626425671651
5,11,52,68.96754720755617
5,11,51,60.93835499180689
5,11,50,64.764372404605
5,11,49,70.91325392377676
5,11,48,70.11862337694994
5,11,47,61.845251044262
5,11,46,69.77358188343902
5,11,45,69.44985150458548
5,11,44,64.63400362396652
5,11,43,67.10365591002456
5,11,42,62.76472011340157
5,11,41,67.58225204414215
5,11,40,63.098971372186774
5,11,39,61.87258718284202
5,11,38,61.4827194683196
5,11,37,62.769408131530966
5,11,36,69.61789076587246
5,11,35,61.36607162652532
5,11,34,63.66393087965429
5,11,33,66.8590899065515
5,11,32,66.82311701419559
5,11,31,63.99452307252693
5,11,30,62.25847939783472
5,11,29,65.12687937314166
5,11,28,70.64749295321606
5,11,27,60.08858408414995
5,11,26,66.91201672776562
5,11,25,66.60586119986094
5,11,24,62.54391051125806
5,11,23,66.42352981492256
5,11,22,63.618535538112155
5,11,21,61.51949301824908
5,11,20,68.7145426054885
5,11,19,66.46865279489562
5,11,18,70.74198630813402
5,11,17,60.15780336420828
5,11,16,68.82552616977229
5,11,15,65.10697302172194
5,11,14,67.69947393921723
5,11,13,70.90305731966421
5,11,12,63.27346430979891
5,11,11,70.98442823763399
5,11,10,60.41057818105084
5,11,9,63.909358480398254
5,11,8,66.57298830278911
5,11,7,62.724643500745664
5,11,6,60.49127605778897
5,11,5,69.48288511301347
5,11,4,70.44849592613936
5,11,3,64.12728440090137
5,11,2,68.44723986109716
5,11,1,61.69296135245526
5,11,0,67.37674934453386
5,10,59,61.4120222873285
5,10,58,69.41414458725392
5,10,57,69.03996762313595
5,10,56,60.89804387305163
5,10,55,66.77516263284194
5,10,54,69.86501532021266
5,10,53,63.33905649624954
5,10,52,67.41720189999276
5,10,51,68.17039237741162
5,10,50,63.838730358840586
5,10,49,66.2121147772353
5,10,48,69.60934303815523
5,10,47,63.487485113615165
5,10,46,67.45566428937032
5,10,45,60.07117823891633
5,10,44,64.86339099456906
5,10,43,65.53393225367931
5,10,42,66.7237230174047
5,10,41,64.5703600661436
5,10,40,60.75280966426432
5,10,39,60.62931048536452
5,10,38,65.8497259404512
5,10,37,60.14462331704106
5,10,36,69.63428185038302
5,10,35,62.85460412832337
5,10,34,66.11535567694735
5,10,33,69.83587115803746
5,10,32,68.05456924320005
5,10,31,62.4070519399323
5,10,30,62.35444477657418
5,10,29,61.75648365766358
5,10,28,66.35567336902714
5,10,27,63.32143386100072
5,10,26,69.6486818766052
5,10,25,67.31657747563868
5,10,24,64.76948372981086
5,10,23,67.77215854959822
5,10,22,61.845111645757875
5,10,21,69.23618997476032
5,10,20,63.561099473592286
5,10,19,62.05360569534969
5,10,18,64.14824203718821
5,10,17,68.18792731932442
5,10,16,61.886809724588
5,10,15,66.05365085617483
5,10,14,64.6214832973238
5,10,13,63.75643730623391
5,10,12,65.74687158985996
5,10,11,68.5024034733273
5,10,10,69.26399983104649
5,10,9,63.35169973605503
5,10,8,63.925432115684366
5,10,7,61.75216677717822
5,10,6,69.95172158465783
5,10,5,63.83826128889987
5,10,4,63.542063351406995
5,10,3,60.297868250606136
5,10,2,67.27198513022115
5,10,1,60.5246594039303
5,10,0,61.47717642898818
5,9,59,60.907669161040495
5,9,58,61.62190168580707
5,9,57,61.239948921640206
5,9,56,64.55260413115673
5,9,55,61.01612702220524
5,9,54,68.43749668443093
5,9,53,61.478042478446774
5,9,52,64.88899287682308
5,9,51,66.89444418835946
5,9,50,64.83861784693667
5,9,49,61.130657643629455
5,9,48,67.89233714666216
5,9,47,67.28082874145672
5,9,46,60.25092068951906
5,9,45,64.76139527452058
5,9,44,68.88616475608731
5,9,43,60.56460996253796
5,9,42,65.19701820015703
5,9,41,68.86496252608038
5,9,40,66.7632833090021
5,9,39,61.16217489122658
5,9,38,61.57399029430464
5,9,37,66.98679141931045
5,9,36,64.44650782517446
5,9,35,65.37340892409917
5,9,34,68.77731712384161
5,9,33,65.32675118874258
5,9,32,64.65443892657616
5,9,31,62.261652520569356
5,9,30,62.308846400185985
5,9,29,61.55136426808572
5,9,28,60.19015523424852
5,9,27,66.15509884817278
5,9,26,65.22034884270337
5,9,25,61.809847756258826
5,9,24,66.34919512767142
5,9,23,63.096425600462695
5,9,22,67.5897007711445
5,9,21,66.21020698384396
5,9,20,63.91464125278154
5,9,19,60.94319913173467
5,9,18,62.58547189800753
5,9,17,60.59692644557903
5,9,16,62.34898292249644
5,9,15,64.08373299428821
5,9,14,64.88238737116541
5,9,13,65.18596989593884
5,9,12,67.87561874463287
5,9,11,68.47651206848832
5,9,10,67.43361310014016
5,9,9,60.70729109337538
5,9,8,63.791225985582344
5,9,7,68.44333553091222
5,9,6,61.64409101066791
5,9,5,62.854735419198605
5,9,4,64.10408981713631
5,9,3,66.82098211080331
5,9,2,63.788245284341414
5,9,1,64.36855452680186
5,9,0,61.58883831230878
5,8,59,9.410459681982939
5,8,58,6.827659230699439
5,8,57,3.2351501983422697
5,8,56,10.965308201606923
5,8,55,3.5211504802593754
5,8,54,5.216568161613198
5,8,53,7.021976103734784
5,8,52,5.13585817674994
5,8,51,4.343356753993
5,8,50,6.9972522044414855
5,8,49,5.988468687479943
5,8,48,7.457081677804288
5,8,47,6.471769304579171
5,8,46,9.519711176686188
5,8,45,7.6054010640674505
5,8,44,7.816432439684352
5,8,43,8.264274036573376
5,8,42,9.305339374145802
5,8,41,10.624665214816291
5,8,40,9.91783745070912
5,8,39,7.388811093237741
5,8,38,4.5739992615443
5,8,37,8.760925066286052
5,8,36,3.8616117287578424
5,8,35,4.024511883020153
5,8,34,8.836958843121806
5,8,33,9.03542139440292
5,8,32,10.767721793924405
5,8,31,6.244361410802835
5,8,30,9.26048600973714
5,8,29,10.628421391598998
5,8,28,4.78771722346542
5,8,27,4.3419913829073336
5,8,26,10.155783919080857
5,8,25,8.043214320760711
5,8,24,7.321614297551959
5,8,23,3.387529331577544
5,8,22,5.776185357243605
5,8,21,10.753779507172203
5,8,20,6.674853726802014
5,8,19,7.264835071578807
5,8,18,6.849664357179462
5,8,17,10.055127809269269
5,8,16,3.2717914357356226
5,8,15,8.250295342558093
5,8,14,3.1325598134468713
5,8,13,5.662371871916515
5,8,12,6.3861353388986135
5,8,11,9.033273965653002
5,8,10,3.3159309190196433
5,8,9,6.302358355976649
5,8,8,7.092678043784377
5,8,7,5.850372567232726
5,8,6,5.919375800936951
5,8,5,7.1219499713130965
5,8,4,5.612618849111575
5,8,3,5.42160835012017
5,8,2,4.382090423674095
5,8,1,9.930253225214113
5,8,0,7.113779366384584
5,7,59,4.196124708751418
5,7,58,3.355790058069564
5,7,57,8.945587358442786
5,7,56,7.517759611102174
5,7,55,7.192784815288661
5,7,54,4.580900927323118
5,7,53,5.430610756981308
5,7,52,4.728668718684316
5,7,51,3.0630924942404847
5,7,50,7.343406829159435
5,7,49,9.865135285926536
5,7,48,9.262584485842893
5,7,47,3.5574202605650407
5,7,46,5.8438367119326715
5,7,45,3.6639874777127956
5,7,44,4.313806586386949
5,7,43,4.985279228633173
5,7,42,6.155420234284982
5,7,41,7.7822610279166815
5,7,40,5.754989337295768
5,7,39,6.406113275498652
5,7,38,4.0852437864627085
5,7,37,6.201623860001449
5,7,36,5.882245097637943
5,7,35,8.793908109950461
5,7,34,4.069528390933948
5,7,33,8.022331065018985
5,7,32,9.172552190393334
5,7,31,8.188373670303086
5,7,30,6.657131881947571
5,7,29,4.829895678958284
5,7,28,3.0885210759851054
5,7,27,4.843726748096915
5,7,26,9.58685374145697
5,7,25,7.507186557547137
5,7,24,4.2599840959302595
5,7,23,9.726044350161065
5,7,22,8.816297449378162
5,7,21,8.289892585776654
5,7,20,8.532341402407265
5,7,19,5.915698387503511
5,7,18,8.09222159071899
5,7,17,3.734794979453808
5,7,16,7.952125763456054
5,7,15,7.8945134978225395
5,7,14,3.637738026831551
5,7,13,9.438627616907649
5,7,12,7.529768365034677
5,7,11,6.818153951078157
5,7,10,7.873403129285919
5,7,9,6.5220416649965
5,7,8,5.256434004788855
5,7,7,4.104355950206964
5,7,6,3.1809003695792475
5,7,5,6.92801858294644
5,7,4,3.5995838172246106
5,7,3,6.264155251467547
5,7,2,4.7853530852597075
5,7,1,8.609814174174183
5,7,0,3.4510357717053735
5,6,59,3.310636103238154
5,6,58,5.930494170416982
5,6,57,4.9030283286186975
5,6,56,6.049709443239397
5,6,55,6.13339253394212
5,6,54,6.9125478514526355
5,6,53,3.108701119368231
5,6,52,6.6818217251016945
5,6,51,8.117034748901595
5,6,50,6.522262054573548
5,6,49,8.763452235306863
5,6,48,6.84685060156818
5,6,47,8.221423694688887
5,6,46,3.2164924194439735
5,6,45,6.28311237793858
5,6,44,7.428856415316934
5,6,43,5.675200827692999
5,6,42,8.551176639704718
5,6,41,4.5501542048224906
5,6,40,5.488378845924316
5,6,39,4.142373294041593
5,6,38,6.513285343368606
5,6,37,6.387575422545897
5,6,36,5.308360103105472
5,6,35,4.371977801576998
5,6,34,6.5775976150326985
5,6,33,4.228995789744177
5,6,32,5.388164800492014
5,6,31,5.355015224705193
5,6,30,6.716071839216999
5,6,29,3.002141587494571
5,6,28,7.215747055019783
5,6,27,3.001021795933977
5,6,26,6.907419970590583
5,6,25,8.398416156873099
5,6,24,6.334051417722878
5,6,23,7.6420951614689345
5,6,22,3.228700066630932
5,6,21,4.762699521694145
5,6,20,5.860570152959298
5,6,19,3.0450433877466767
5,6,18,5.488066773690896
5,6,17,8.247770537234043
5,6,16,4.959698533968295
5,6,15,8.809180173104217
5,6,14,5.691721514590914
5,6,13,5.704350005971715
5,6,12,7.616365084521661
5,6,11,4.455789794778142
5,6,10,3.0753232820000855
5,6,9,5.057436076191873
5,6,8,3.4065289114579755
5,6,7,4.946529599808004
5,6,6,8.887874821495883
5,6,5,4.650318735557443
5,6,4,7.731537907826613
5,6,3,7.960632912981946
5,6,2,5.910201744335715
5,6,1,3.0195284072044544
5,6,0,3.988254356125936
5,5,59,6.652235089696596
5,5,58,3.290615096227495
5,5,57,6.196634287996077
5,5,56,5.544672521272024
5,5,55,5.0148867568638185
5,5,54,5.746282944338121
5,5,53,5.482755608075502
5,5,52,3.8614499636101582
5,5,51,4.547936778797279
5,5,50,4.301883827523701
5,5,49,3.59927060970894
5,5,48,3.9172139450381636
5,5,47,6.709413987641264
5,5,46,3.6438994327044045
5,5,45,7.833611309493155
5,5,44,3.979282505493643
5,5,43,5.239191988979465
5,5,42,4.737701912276642
5,5,41,6.590142361419646
5,5,40,3.983333046341854
5,5,39,5.993876028451933
5,5,38,6.483690316281221
5,5,37,6.205685945058948
5,5,36,4.765364081753214
5,5,35,3.008113831502816
5,5,34,6.131166732998428
5,5,33,5.916623885146309
5,5,32,7.947721012683385
5,5,31,4.9267405838600205
5,5,30,6.417146860163147
5,5,29,5.8018874716954745
5,5,28,3.380968890292172
5,5,27,3.083397759535116
5,5,26,5.918988943964411
5,5,25,7.983717464707111
5,5,24,3.083685407833352
5,5,23,3.0920643240161123
5,5,22,6.655407423600991
5,5,21,4.553315164483973
5,5,20,5.375720741253996
5,5,19,4.53583343601623
5,5,18,6.15435840032677
5,5,17,3.3208703379060207
5,5,16,5.597610741874773
5,5,15,7.017475640938513
5,5,14,7.292243961820711
5,5,13,5.617640114956347
5,5,12,5.677901057407648
5,5,11,5.347209550155587
5,5,10,4.143083177463975
5,5,9,4.583419438769038
5,5,8,6.034224197082871
5,5,7,5.638164509282888
5,5,6,7.2886529029470495
5,5,5,6.571915211656091
5,5,4,5.987679056765969
5,5,3,3.87476742975531
5,5,2,7.726563073535726
5,5,1,5.672133362576009
5,5,0,3.398065970884582
5,4,59,3.55044131922481
5,4,58,6.897524688454681
5,4,57,6.056335076175446
5,4,56,3.268517272415127
5,4,55,4.223436005232408
5,4,54,4.014996092492008
5,4,53,5.218771773330284
5,4,52,5.100520988436978
5,4,51,4.598960933085313
5,4,50,6.734728331958785
5,4,49,4.912616401887797
5,4,48,5.255304513503382
5,4,47,5.410015052680269
5,4,46,4.224676946030778
5,4,45,4.793852583039119
5,4,44,6.54657247270948
5,4,43,5.531109007146533
5,4,42,5.702460154044601
5,4,41,5.1288726239505715
5,4,40,4.908924667041075
5,4,39,6.246506939654649
5,4,38,4.331944142450725
5,4,37,6.5924713920229685
5,4,36,4.091642647933593
5,4,35,3.5432587004259273
5,4,34,3.0395759559778908
5,4,33,3.5788339496966106
5,4,32,3.2693446389238696
5,4,31,4.071074971320542
5,4,30,4.675782884512158
5,4,29,4.657474866610259
5,4,28,6.834649337666321
5,4,27,5.704553484127331
5,4,26,6.8476715708219835
5,4,25,6.547479402107941
5,4,24,5.09327145597193
5,4,23,6.552844090367494
5,4,22,4.383465929412294
5,4,21,3.525556491111522
5,4,20,4.577004207440813
5,4,19,3.825584301875762
5,4,18,6.548307861989415
5,4,17,3.511483033159046
5,4,16,4.4419891295971095
5,4,15,5.877868781075574
5,4,14,5.622926960479026
5,4,13,5.582667711735967
5,4,12,5.43341566176826
5,4,11,5.116244578673296
5,4,10,3.4753905254536774
5,4,9,5.329651531000081
5,4,8,3.4046359787157012
5,4,7,6.606170057821526
5,4,6,5.2151787381900645
5,4,5,3.458917088276551
5,4,4,6.6725795711232685
5,4,3,6.714859780595101
5,4,2,4.755034945312407
5,4,1,6.850225892553196
5,4,0,5.576538994355051
5,3,59,5.733276179519523
5,3,58,4.953609019680903
5,3,57,3.985881545444172
5,3,56,3.7708575754055706
5,3,55,4.801414652001904
5,3,54,5.510637602281966
5,3,53,4.948302080407469
5,3,52,5.287028198068021
5,3,51,3.9619938136581867
5,3,50,5.224657063472657
5,3,49,3.6812693820691433
5,3,48,4.432873559123831
5,3,47,5.66430096139609
5,3,46,4.598453345970167
5,3,45,4.341541267709834
5,3,44,3.209914129826634
5,3,43,3.1282132936197673
5,3,42,3.0039061681500816
5,3,41,5.550699242064433
5,3,40,4.008409085695132
5,3,39,5.7244653378009644
5,3,38,5.8870784477277445
5,3,37,3.472894528731612
5,3,36,4.918628313719544
5,3,35,5.305503652406577
5,3,34,5.21401591580006
5,3,33,5.969986980707112
5,3,32,3.7386373222034663
5,3,31,3.812923377185416
5,3,30,3.8579692375935952
5,3,29,5.536910911785577
5,3,28,3.5201555362186014
5,3,27,3.4835051900245593
5,3,26,4.776446260968331
5,3,25,5.875878615459891
5,3,24,5.8137139690547865
5,3,23,3.3433107813330896
5,3,22,3.833529082494194
5,3,21,4.220283705008461
5,3,20,3.626927553534403
5,3,19,5.552371032255338
5,3,18,4.8695391474427705
5,3,17,4.847098639288781
5,3,16,3.7987269222511255
5,3,15,3.471545978263425
5,3,14,5.509383880477894
5,3,13,4.970428499083286
5,3,12,5.968732208371149
5,3,11,4.4137475126192385
5,3,10,5.648090213537181
5,3,9,4.204990003039754
5,3,8,4.359996537028019
5,3,7,5.4890141020011
5,3,6,3.946951082641083
5,3,5,3.743358629062214
5,3,4,5.873288930012572
5,3,3,3.231595441492233
5,3,2,3.0947004140089605
5,3,1,5.346334200509508
5,3,0,5.6886111215556605
5,2,59,3.6851404645029153
5,2,58,3.690554557563754
5,2,57,4.733235240658267
5,2,56,4.939690340093966
5,2,55,3.369366520838825
5,2,54,3.416385780261919
5,2,53,4.527851872811711
5,2,52,3.5576898058145776
5,2,51,4.9939753556218
5,2,50,3.560831694317518
5,2,49,4.189403438763236
5,2,48,4.537214345288154
5,2,47,4.929656831989094
5,2,46,3.8084897144339522
5,2,45,3.123714319077011
5,2,44,3.060139772258766
5,2,43,3.1827534747761943
5,2,42,3.7971645578091078
5,2,41,4.4751387025899625
5,2,40,3.307328022079889
5,2,39,3.714504792272071
5,2,38,3.7959257357696528
5,2,37,3.6782011462827016
5,2,36,3.1226406521995043
5,2,35,3.623094982687125
5,2,34,4.743302952516947
5,2,33,4.045502664146998
5,2,32,4.898546214740292
5,2,31,3.4878285231785524
5,2,30,3.5002060696847836
5,2,29,4.1264557391100185
5,2,28,3.157574726838282
5,2,27,4.946190096398722
5,2,26,3.634332528863665
5,2,25,3.328880649642217
5,2,24,4.1541658898612805
5,2,23,3.4479364623403828
5,2,22,3.3750849272845036
5,2,21,3.056921343007945
5,2,20,3.52268772320558
5,2,19,4.0044715044994135
5,2,18,3.035496811418666
5,2,17,4.51501926438799
5,2,16,3.805049837157948
5,2,15,4.328363197740498
5,2,14,3.2810490990293064
5,2,13,3.634286665882228
5,2,12,3.955818310355137
5,2,11,3.6915708046776805
5,2,10,3.151787545943883
5,2,9,4.630369438524339
5,2,8,4.720927866515978
5,2,7,4.256385696837526
5,2,6,3.625903342215263
5,2,5,4.2927774804037915
5,2,4,4.435562712153136
5,2,3,4.743519917155133
5,2,2,3.186921046553644
5,2,1,4.1195693023183555
5,2,0,4.442970205313047
5,1,59,3.3091865373298193
5,1,58,3.546873139687801
5,1,57,3.03516854301957
5,1,56,3.1233311645774675
5,1,55,3.044448260498083
5,1,54,3.7986546953895277
5,1,53,3.9957490280661263
5,1,52,3.7829863162852444
5,1,51,3.9155614620960795
5,1,50,3.6336854496464754
5,1,49,3.219959111360277
5,1,48,3.069335109581413
5,1,47,3.920741945455563
5,1,46,3.1178762590976516
5,1,45,3.513574257521377
5,1,44,3.3172465383863554
5,1,43,3.650595336724592
5,1,42,3.1128029374418142
5,1,41,3.704698728978603
5,1,40,3.7308274650840643
5,1,39,3.064973632713353
5,1,38,3.6039790279942263
5,1,37,3.7925782903990535
5,1,36,3.6598109815365314
5,1,35,3.272578936980472
5,1,34,3.529278924213785
5,1,33,3.3475419410236995
5,1,32,3.8953927082055113
5,1,31,3.8569579842314505
5,1,30,3.451803865584223
5,1,29,3.737262894471177
5,1,28,3.3375596449516176
5,1,27,3.8006344818804942
5,1,26,3.7326887156284707
5,1,25,3.4262101803660583
5,1,24,3.182431846241575
5,1,23,3.0747035990341587
5,1,22,3.708189515141891
5,1,21,3.794599263700683
5,1,20,3.4067182130209743
5,1,19,3.498142987097457
5,1,18,3.365236936313245
5,1,17,3.119334422510568
5,1,16,3.400283195278451
5,1,15,3.107266913297877
5,1,14,3.303539417109912
5,1,13,3.4687149987719783
5,1,12,3.4563892761774855
5,1,11,3.9654542708353437
5,1,10,3.865933585299853
5,1,9,3.3409865889506754
5,1,8,3.329918426140688
5,1,7,3.1220947872598375
5,1,6,3.955860702297244
5,1,5,3.697860479283925
5,1,4,3.2951357910759285
5,1,3,3.122488353480388
5,1,2,3.384824515564752
5,1,1,3.9038462587187905
5,1,0,3.547231969438016
5,0,59,3
5,0,58,3
5,0,57,3
5,0,56,3
5,0,55,3
5,0,54,3
5,0,53,3
5,0,52,3
5,0,51,3
5,0,50,3
5,0,49,3
5,0,48,3
5,0,47,3
5,0,46,3
5,0,45,3
5,0,44,3
5,0,43,3
5,0,42,3
5,0,41,3
5,0,40,3
5,0,39,3
5,0,38,3
5,0,37,3
5,0,36,3
5,0,35,3
5,0,34,3
5,0,33,3
5,0,32,3
5,0,31,3
5,0,30,3
5,0,29,3
5,0,28,3
5,0,27,3
5,0,26,3
5,0,25,3
5,0,24,3
